Codigo_Accidente;Formulario;Fecha_Acc;AA_Acc;Codigo_Vehiculo;Clase;Servicio;Modalidad;Vehiculo_Viajaba_Clasificado;Tipo_SITP;Con_Bicicleta;Con_Carga;Con_Embriaguez;Con_Huecos;Con_Menores;Con_Moto;Con_Peaton;Con_Persona_Mayor;Con_Rutas;Con_Tpi;Con_Tpp;Con_Velocidad;Con_Sitp;Con_Troncal;Con_Alimentador;Con_Zonal;Con_Provisional;Con_Articulado;Con_Biarticulado;Con_Padron_Dual
10599850;A001606421;23/12/2023;2023;1;Campero;Particular;;LIVIANO;;;;;;;SI;;SI;;;;;;;;;;;;
10599850;A001606421;23/12/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;SI;;;;;;;;;;;;
10599851;A001606279;19/12/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10599851;A001606279;19/12/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10599852;A001606390;20/12/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;SI;;;;;;;;;;
10599852;A001606390;20/12/2023;2023;2;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;SI;;;;SI;;;;;;;;;;
10599853;A001604855;22/12/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10599853;A001604855;22/12/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10599854;A001606387;22/12/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;SI;;;;;;;;;;;;;
10599855;A001604854;22/12/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;SI;;;;SI;;;;;;;;;;;;;;
10599855;A001604854;22/12/2023;2023;2;Camion, Furgon;Publico;;CARGA;;;SI;;;;SI;;;;;;;;;;;;;;
10599856;A001606155;22/12/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10599856;A001606155;22/12/2023;2023;2;Automovil;Sin información;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10599857;A001606381;22/12/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10599857;A001606381;22/12/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10599858;A001605974;22/12/2023;2023;1;Bus;Publico;Pasajeros - Colectivo;TRANSPORTE DE PASAJEROS;ALIMENTADOR;;;;;;SI;;;;;SI;;SI;;SI;;;;;
10599858;A001605974;22/12/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;SI;;SI;;SI;;;;;
10599859;A001606374;21/12/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;SI;;;;;;;;;;;;
10599859;A001606374;21/12/2023;2023;2;Camioneta;Particular;;LIVIANO;;;;;;;SI;;SI;;;;;;;;;;;;
10599860;A001606420;23/12/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10599860;A001606420;23/12/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10599861;A001606274;22/12/2023;2023;1;Bicicleta;Sin información;;BICICLETA;;SI;;;;;;;;;;;;;;;;;;;
10599861;A001606274;22/12/2023;2023;2;Campero;Particular;;LIVIANO;;SI;;;;;;;;;;;;;;;;;;;
10599862;A001605413;22/12/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;SI;;;;;;;;;SI;;;;;;;;;;
10599862;A001605413;22/12/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;;;;;SI;;;;;;;;;;
10599863;A001606301;19/12/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;SI;;SI;;SI;;;;;;;;;;
10599863;A001606301;19/12/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;SI;;SI;;;;;;;;;;
10599864;A001606315;21/12/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10599864;A001606315;21/12/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10599865;A001606225;21/12/2023;2023;1;Bicicleta;Sin información;;BICICLETA;;SI;;;;;;;;;;;;;;;;;;;
10599865;A001606225;21/12/2023;2023;2;Automovil;Sin información;;LIVIANO;;SI;;;;;;;;;;;;;;;;;;;
10599866;A001606382;22/12/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;;SI;SI;;;;;;;;;;;;
10599867;A001606377;22/12/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;SI;;SI;;;;;;;;;;;;
10599867;A001606377;22/12/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;SI;;;;;;;;;;;;
10599868;A001606309;20/12/2023;2023;1;Camioneta;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10599868;A001606309;20/12/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10599869;A001606324;21/12/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;SI;;SI;;;SI;;;;
10599869;A001606324;21/12/2023;2023;2;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;SI;;;;;SI;;SI;;;SI;;;;
10599870;A001606154;20/12/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;SI;;;SI;;;;;;;;;;;;;;
10599870;A001606154;20/12/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;SI;;;SI;;;;;;;;;;;;;;
10599871;A001606314;20/12/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;SI;SI;;;;;;;;;;;;;;
10599871;A001606314;20/12/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;SI;SI;;;;;;;;;;;;;;
10599872;A001606343;22/12/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ARTICULADO;;;;;;;;;;;SI;;SI;SI;;;;SI;;
10599873;A001606505;24/12/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;SI;;SI;;;;;;;;;;;;;
10599874;A001606299;23/12/2023;2023;1;Camioneta;Publico;;LIVIANO;;;;;;;;SI;;;;;;;;;;;;;
10599875;A001606366;23/12/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;SI;;;;;;SI;;SI;;;SI;;;;
10599876;A001606191;20/12/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10599876;A001606191;20/12/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10599877;A001605899;23/12/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;;;;;;SI;;SI;;;SI;;;;
10599878;A001606270;23/12/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;SI;;;;;;;;;;;;;
10599879;A001606413;21/12/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;SI;;;;;;;;;;;;;
10599880;A001606326;23/12/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10599880;A001606326;23/12/2023;2023;2;Automovil;Sin información;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10599881;A001606160;20/12/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;SI;SI;SI;;;;;;;;;;;;;
10599882;A001605824;20/12/2023;2023;1;Motociclo;Particular;;BICICLETA;;SI;;;;;;;;;;;;;;;;;;;
10599883;A001606275;23/12/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;;;SI;;;SI;;SI;;;SI;;;;
10599884;A001605648;20/12/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;;;;;;SI;;SI;;;SI;;;;
10599885;A001606364;21/12/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;;SI;SI;;SI;;;;;;;;;;
10588890;A001567967;16/03/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;SI;SI;;SI;;;;;;;;;;;;
10588890;A001567967;16/03/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;SI;SI;;SI;;;;;;;;;;;;
10588891;A001567938;17/03/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10588891;A001567938;17/03/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10588892;A001568654;19/03/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;SI;;;;;;;;;;;;
10588892;A001568654;19/03/2023;2023;2;Automovil;Particular;;LIVIANO;;;;;;;SI;;SI;;;;;;;;;;;;
10588893;A001568126;20/03/2023;2023;1;Camioneta;Particular;;LIVIANO;;;;;;SI;SI;;;;;;;;;;;;;;
10588893;A001568126;20/03/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;SI;SI;;;;;;;;;;;;;;
10588893;A001568126;20/03/2023;2023;3;Motocicleta;Particular;;MOTOCICLETA;;;;;;SI;SI;;;;;;;;;;;;;;
10588893;A001568126;20/03/2023;2023;4;Automovil;Particular;;LIVIANO;;;;;;SI;SI;;;;;;;;;;;;;;
10588894;A001567946;19/03/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;SI;;SI;;;;;;;;;;;;
10588894;A001567946;19/03/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;SI;;;;;;;;;;;;
10588895;A001568597;19/03/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;SI;;;;;;;;;;SI;;SI;;;SI;;;;
10588895;A001568597;19/03/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;;;;;;SI;;SI;;;SI;;;;
10588896;A001568235;19/03/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;SI;;;;SI;;;;;;;;;;
10588896;A001568235;19/03/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;SI;;;;;;;;;;
10588897;A001566843;19/03/2023;2023;1;Camion, Furgon;Publico;;CARGA;;;SI;;;;;;;;;;;;;;;;;;
10588897;A001566843;19/03/2023;2023;2;Automovil;Particular;;LIVIANO;;;SI;;;;;;;;;;;;;;;;;;
10588898;A001568455;20/03/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;;SI;SI;;;;;;;;;;;;
10588899;A001568157;20/03/2023;2023;1;Automovil;Sin información;;LIVIANO;;;;;;;;SI;;;;;;;;;;;;;
10588900;A001568581;20/03/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;SI;SI;;;;;SI;;SI;;;SI;;;;
10588900;A001568581;20/03/2023;2023;2;Motocarro;Particular;;MOTOCICLETA;;;;;;SI;SI;;;;;SI;;SI;;;SI;;;;
10588901;A001568238;14/03/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;SI;;SI;;;;;;;;;;
10588901;A001568238;14/03/2023;2023;2;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;SI;;SI;;SI;;;;;;;;;;
10588902;A001568162;20/03/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;SI;;SI;;;;;;;;;;;;
10588902;A001568162;20/03/2023;2023;2;Automovil;Particular;;LIVIANO;;;;;;;SI;;SI;;;;;;;;;;;;
10588902;A001568162;20/03/2023;2023;3;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;SI;;;;;;;;;;;;
10588903;A001568178;16/03/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;SI;;;;;;SI;;SI;;;SI;;;;
10588904;A001568038;20/03/2023;2023;1;Microbus;Publico;;TRANSPORTE DE PASAJEROS;;;;;;SI;;;SI;;;SI;;;;;;;;;
10588905;A001568405;20/03/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ALIMENTADOR;;;;;;;;;;;SI;;SI;;SI;;;;;
10588906;A001568037;20/03/2023;2023;1;Automovil;Publico;;TAXI;;;;;;;;;;;SI;;;;;;;;;;
10588906;A001568037;20/03/2023;2023;2;Automovil;Particular;;LIVIANO;;;;;;;;;;;SI;;;;;;;;;;
10588907;A001568554;20/03/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;SI;;;;SI;;;;;;;;;;
10588907;A001568554;20/03/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;SI;;;;;;;;;;
10588908;A001568291;18/03/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10588908;A001568291;18/03/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10588909;A001568195;19/03/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10588909;A001568195;19/03/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10588910;A001568192;19/03/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;SI;;;;;;;;;;
10588910;A001568192;19/03/2023;2023;2;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;SI;;;;SI;;;;;;;;;;
10588911;A001568402;17/03/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;;;;;;SI;;SI;;;SI;;;;
10588912;A001568289;19/03/2023;2023;1;Bus;Publico;Pasajeros - Colectivo;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;;;SI;;;SI;;SI;;;SI;;;;
10588913;A001568227;18/03/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10588913;A001568227;18/03/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10588914;A001568223;18/03/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;SI;;;;;SI;;;;;;;;;;
10588914;A001568223;18/03/2023;2023;2;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;SI;;;;;SI;;;;;;;;;;
10588915;A001568063;19/03/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;SI;;;;SI;;;;;;;;;;
10588915;A001568063;19/03/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;SI;;;;;;;;;;
10588916;A001568074;18/03/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;SI;;;;SI;;;;;;;;;;
10588916;A001568074;18/03/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;SI;;;;;;;;;;
10588917;A001568563;19/03/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;;SI;;;;SI;;SI;;;SI;;;;
10588918;A001568604;19/03/2023;2023;1;Camioneta;Particular;;LIVIANO;;;;;;SI;;SI;;;;;;;;;;;;;
10588919;A001568567;17/03/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;;;;;SI;SI;;SI;;;SI;;;;
10588919;A001568567;17/03/2023;2023;2;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;;;;;SI;SI;;SI;;;SI;;;;
10588920;A001568591;19/03/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10588920;A001568591;19/03/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10588921;A001568525;18/03/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;;SI;;;;SI;;SI;;;SI;;;;
10588922;A001515852;19/03/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;SI;;SI;SI;;SI;;;;;;;;;;
10588923;A001567959;19/03/2023;2023;1;Campero;Particular;;LIVIANO;;;;;;;;;;;;;;;;;;;;;
10588923;A001567959;19/03/2023;2023;2;Camioneta;Particular;;LIVIANO;;;;;;;;;;;;;;;;;;;;;
10588924;A001568197;18/03/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10588924;A001568197;18/03/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10588925;A001518131;19/03/2023;2023;1;Camioneta;Particular;;LIVIANO;;SI;;;;;;;;;;;;;;;;;;;
10588925;A001518131;19/03/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;;;;;;;;;;;;;;;
10588926;A001568488;18/03/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10588926;A001568488;18/03/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10588927;A001568516;19/03/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;SI;SI;;;;;;;;;;;;
10588928;A001567960;19/03/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;SI;;SI;;;SI;;;;;;;;;;
10588929;A001568239;18/03/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;SI;SI;;;;;;;;;;;;
10588930;A001567915;18/03/2023;2023;1;Bus;Publico;Pasajeros - Colectivo;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;;SI;SI;;;SI;;SI;;;SI;;;;
10588930;A001567915;18/03/2023;2023;2;Automovil;Particular;;LIVIANO;;;;;;;;SI;SI;;;SI;;SI;;;SI;;;;
10588931;A001566816;18/03/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10588931;A001566816;18/03/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10588932;A001568511;16/03/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;SI;SI;;;;;;;;;;;;
10588933;A001568685;20/03/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;SI;;;;;;;;;;;;;
10588934;A001568575;18/03/2023;2023;1;Automovil;Particular;;LIVIANO;;;;SI;;;;;;;SI;;;;;;;;;;
10588934;A001568575;18/03/2023;2023;2;Automovil;Publico;Pasajeros - Individual;TAXI;;;;SI;;;;;;;SI;;;;;;;;;;
10588935;A001568102;20/03/2023;2023;1;Automovil;Sin información;;LIVIANO;;;;;;;;SI;;;;;;;;;;;;;
10588936;A001568176;17/03/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;SI;;;;;;;SI;;SI;;;;;;;;;;
10588936;A001568176;17/03/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;;;SI;;SI;;;;;;;;;;
10588937;A001568691;20/03/2023;2023;1;Camioneta;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10588937;A001568691;20/03/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10588938;A001568692;20/03/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;SI;;;;;;SI;;SI;;;SI;;;;
10588939;A001568544;19/03/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;;SI;;;;;;;;;;;;;
10589680;A001567204;06/04/2023;2023;3;Bicicleta;Sin información;;BICICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10589681;A001569354;06/04/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;SI;;;;SI;SI;;;;;;;;;;;;;;
10589681;A001569354;06/04/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;SI;SI;;;;;;;;;;;;;;
10589682;A001569003;06/04/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;SI;;;;;;;;;;
10589682;A001569003;06/04/2023;2023;2;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;SI;;;;SI;;;;;;;;;;
10589683;A001568817;05/04/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;;SI;SI;;;SI;;SI;;;SI;;;;
10589685;A001567884;06/04/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;;;;;;;;;;;;;;;
10589686;A001569316;09/04/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10589686;A001569316;09/04/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10589687;A001566710;05/04/2023;2023;1;Camion, Furgon;Publico;;CARGA;;;SI;;;;;SI;;;;;;;;;;;;;
10589688;A001519171;05/04/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10589688;A001519171;05/04/2023;2023;2;Automovil;Sin información;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10589689;A001569310;06/04/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10589689;A001569310;06/04/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10589690;A001569039;06/04/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;SI;;;;;;;;;;
10589690;A001569039;06/04/2023;2023;2;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;SI;;;;SI;;;;;;;;;;
10589691;A001568921;09/04/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;SI;SI;;;;;;;;;;;;
10589692;A001568494;06/04/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10589692;A001568494;06/04/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10589693;A001569437;09/04/2023;2023;1;Camioneta;Particular;;LIVIANO;;;;;;SI;SI;;;;;;;;;;;;;;
10589693;A001569437;09/04/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;SI;SI;;;;;;;;;;;;;;
10589694;A001569020;06/04/2023;2023;1;Automovil;Particular;;LIVIANO;;SI;;;;;;;;;;;;;;;;;;;
10589694;A001569020;06/04/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;;;;;;;;;;;;;;;
10589695;A001569281;09/04/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ALIMENTADOR;;;;;;;SI;;;;SI;;SI;;SI;;;;;
10589696;A001569333;05/04/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10589696;A001569333;05/04/2023;2023;2;Automovil;Sin información;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10589697;A001569280;09/04/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10589697;A001569280;09/04/2023;2023;2;Automovil;Sin información;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10589698;A001569056;09/04/2023;2023;1;Camioneta;Particular;;LIVIANO;;;;;;;SI;;SI;;;;;;;;;;;;
10589698;A001569056;09/04/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;SI;;;;;;;;;;;;
10589699;A001568601;05/04/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;SI;;;;;;;;;;;;;
10589700;A001569123;06/04/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10589700;A001569123;06/04/2023;2023;2;Camioneta;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10589701;A001568311;09/04/2023;2023;1;Campero;Particular;;LIVIANO;;;;;;;SI;;SI;;;;;;;;;;;;
10589701;A001568311;09/04/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;SI;;;;;;;;;;;;
10589701;A001568311;09/04/2023;2023;3;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;SI;;;;;;;;;;;;
10589702;A001567263;09/04/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;;;;;;;;;;;;;;;
10589702;A001567263;09/04/2023;2023;2;Automovil;Particular;;LIVIANO;;;;;;;;;;;;;;;;;;;;;
10589703;A001569024;06/04/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10589703;A001569024;06/04/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10589704;A001567034;09/04/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;;;;;SI;;;;;;;;;;
10589704;A001567034;09/04/2023;2023;2;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;;;;;SI;;;;;;;;;;
10589705;A001569337;06/04/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10589705;A001569337;06/04/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10589706;A001567081;06/04/2023;2023;1;Camioneta;Publico;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10589706;A001567081;06/04/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10589707;A001568536;09/04/2023;2023;1;Microbus;Publico;Pasajeros - Colectivo;TRANSPORTE DE PASAJEROS;;;;;;;;SI;SI;;;SI;;;;;;;;;
10589708;A001569345;08/04/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;SI;;;;;;;;;;
10589708;A001569345;08/04/2023;2023;2;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;SI;;;;SI;;;;;;;;;;
10589709;A001569040;09/04/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;SI;SI;SI;;;;;;;;;;;;;
10589710;A001569403;10/04/2023;2023;1;Buseta;Publico;Pasajeros - Colectivo;TRANSPORTE DE PASAJEROS;;;;;;SI;;;;;;SI;;;;;;;;;
10589711;A001569346;08/04/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;SI;;SI;;SI;;;;;;;;;;
10589711;A001569346;08/04/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;SI;;SI;;;;;;;;;;
10589713;A001568936;10/04/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10589713;A001568936;10/04/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10589714;A001569465;10/04/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10589714;A001569465;10/04/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10589715;A001569409;08/04/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ALIMENTADOR;;;;;SI;;;SI;;SI;SI;;SI;;SI;;;;;
10589715;A001569409;08/04/2023;2023;2;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;SI;;;SI;;SI;SI;;SI;;SI;;;;;
